title,director,actors,country,release_year,rating,duration,year_added,month_added,day_added,genres,budget,color
Jail,Madhur Bhandarkar,77,India,2009,80,132,2019,12,31,Dramas,20000000,Color
Jailbreak,Jimmy Henderson,67,Cambodia,2017,60,92,2018,5,2,Action,20000000,Color
Jake's Buccaneer Blast,,90,,2014,75,22,2017,8,6,Movies,35000000,Color
Jal,Girish Malik,95,India,2013,80,132,2017,10,15,Dramas,18000000,Color
Jalpari: The Desert Mermaid,Nila Madhab Panda,85,India,2012,90,94,2018,5,19,Dramas,30000000,Color
Janaan,Azfar Jafri,66,Pakistan,2016,60,132,2017,9,15,Comedies,37000000,Color
Jandino: Whatever it Takes,,71,United,2016,55,94,2016,9,9,Stand-Up,20000000,Color
Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",72,Chile,2018,70,77,2018,6,29,Stand-Up,20000000, Black and White
Jaoon Kahan Bata Ae Dil,Aadish Keluskar,94,India,2018,20,107,2019,8,9,Dramas,20000000,Color
Jarhead: Law of Return,Don Michael Paul,60,Israel,2019,10,103,2019,12,25,Action,20000000,Color
Jatt James Bond,Rohit Jugraj,88,India,2014,100,142,2018,10,1,Comedies,20000000,Color
Jatts in Golmaal,Ksshitij Chaudhary,69,India,2013,100,128,2018,11,1,Comedies,20000000,Color
Jay and Silent Bob Strike Back,Kevin Smith,96,United,2001,80,105,2019,1,1,Comedies,20000000,Color
Jealousy and medicine,Janusz Majewski,80,Poland,1973,80,97,2019,10,1,Dramas,20000000,Color
Jefe,Sergio Barrejón,85,Spain,2018,65,90,2018,10,26,Comedies,20000000,Color
Jeff Dunham: All Over the Map,Robb Dipple,80,United,2014,70,84,2019,11,16,Stand-Up,1800000,Color
Jeff Dunham: Arguing with Myself,Manny Rodriguez,99,United,2006,70,69,2019,3,15,Stand-Up,20000000,Color
Jeff Dunham: Beside Himself,Troy Miller,87,United,2019,100,58,2019,9,24,Stand-Up,20000000,Color
Jeff Dunham: Controlled Chaos,"Michael Simon, Matthew McNeil",70,United,2011,75,97,2019,3,15,Stand-Up,20000000,Color
Jeff Dunham: Minding the Monsters,Manny Rodriguez,95,United,2012,75,80,2019,3,15,Stand-Up,20000000,Color
Jeff Dunham: Relative Disaster,Michael Simon,91,United,2017,80,71,2017,9,12,Stand-Up,20000000,Color
Jeff Dunham: Unhinged in Hollywood,Michael Simon,92,United,2015,10,71,2020,1,1,Stand-Up,20000000,Color
Jeff Dunham's Very Special Christmas Special,Michael Simon,63,United,2008,75,85,2019,3,15,Stand-Up,20000000,Color
Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Jay Karas,80,United,2016,75,75,2016,8,26,Stand-Up,30000000,Color
Jeff Garlin: Our Man In Chicago,Christopher Storer,93,United,2019,75,59,2019,11,12,Stand-Up,,Color
Jem and the Holograms,Jon M. Chu,60,United,2015,60,119,2020,4,16,Dramas,20000000,Color
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,65,United,2015,80,78,2015,5,22,Stand-Up,,Color
Jen Kirkman: Just Keep Livin’?,Lance Bangs,69,United,2017,95,69,2017,1,3,Stand-Up,20000000,Color
Jenny Slate: Stage Fright,Gillian Robespierre,88,United,2019,90,67,2019,10,22,Documentaries,20000000,Color
Jeremiah Tower: The Last Magnificent,Lydia Tenaglia,67,Mexico,2016,80,103,2017,12,20,Documentaries,20000000,Color
Jeremy Scott: The People's Designer,Vlad Yudin,64,United,2015,70,109,2016,4,1,Documentaries,22000000,Color
Jerry Before Seinfeld,Michael Bonfiglio,97,United,2017,35,62,2017,9,19,Stand-Up,20000000,Color
Jerry Seinfeld: 23 Hours To Kill,Joe DeMaio,74,United,2020,75,61,2020,5,5,Stand-Up,20000000,Color
Jerry Seinfeld: Comedian,Christian Charles,73,United,2002,80,81,2017,11,7,Documentaries,20000000,Color
Jerry Seinfeld: I'm Telling You for the Last Time,Marty Callner,62,United,1998,90,69,2018,1,30,Stand-Up,20000000,Color
Jersey Boys,Clint Eastwood,65,United,2014,75,134,2019,1,1,Dramas,20000000,Color
Jessica Darling's It List,Ali Scher,64,United,2016,60,80,2017,8,1,Children,20000000,Color
Jesus: Countdown to Calvary,Gerry Hoban,68,Ireland,2018,95,53,2019,4,1,Documentaries,20000000,Color
Jewel's Catch One,C. Fitz,71,United,2016,95,84,2018,5,1,Documentaries,20000000,Color
Jezebel,Numa Perrier,67,United,2019,100,86,2020,1,16,Dramas,25000000,Color
JFK: The Making of a President,Edward Cotterill,87,United,2017,75,44,2017,5,1,Documentaries,19800000,Color
Jhankaar Beats,Sujoy Ghosh,71,India,2003,80,131,2019,4,15,Comedies,20000000,Color
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Chris Smith,65,Canada,2017,85,94,2017,11,17,Documentaries,30000000,Color
Jim Gaffigan: Beyond the Pale,Michael Drumm,74,United,2005,75,72,2016,8,11,Stand-Up,11000000,Color
Jim Gaffigan: Cinco,Jeannie Gaffigan,60,United,2017,80,74,2017,1,10,Stand-Up,20000000,Color
Jim Gaffigan: King Baby,Troy Miller,93,United,2009,65,71,2016,8,11,Stand-Up,20000000,Color
Jim Gaffigan: Mr. Universe,Jay Karas,71,United,2012,40,77,2016,8,11,Stand-Up,20000000,Color
Jim Gaffigan: Obsessed,Jay Chapman,77,United,2014,75,70,2016,8,11,Stand-Up,20000000,Color
Jim Jefferies : BARE,Shannon Hartman,63,United,2014,0,77,2019,8,6,Stand-Up,20000000,Color
Jim Jefferies: Freedumb,Ryan Polito,75,United,2016,65,87,2016,7,1,Stand-Up,35000000,Color
Jim Jefferies: Intolerant,Scott Zabielski,60,,2020,65,67,2020,7,7,Stand-Up,19000000,Color
Jim Jefferies: This Is Me Now,Scott Zabielski,87,United,2018,60,71,2018,7,13,Stand-Up,20000000,Color
Jim Norton: Mouthful of Shame,Shannon Hartman,76,United,2017,30,62,2017,3,14,Stand-Up,,Color
Jimi Hendrix,Joe Boyd,87,United,1973,85,102,2019,11,1,Documentaries,20000000,Color
Jimmy Carr: Funny Business,Sam Wrench,69,United,2016,70,62,2016,3,18,Stand-Up,20000000,Color
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Brian Klein,87,,2019,35,58,2019,3,12,Stand-Up,27000000,Color
Jimmy Neutron: Boy Genius,John A. Davis,65,United,2001,55,83,2020,1,1,Children,20000000,Color
Jindua,Navaniat Singh,67,India,2017,100,135,2019,12,1,Dramas,20000000,Color
Jingle Jangle: A Christmas Journey,David E. Talbert,60,United,2020,75,124,2020,11,13,Children,20000000,Color
Jinxed,Stephen Herek,85,United,2013,100,69,2019,11,2,Children,20000000,Color
Jiro Dreams of Sushi,David Gelb,70,United,2011,65,79,2019,6,5,Documentaries,20000000,Color
Jis Desh Men Ganga Behti Hai,Radhu Karmakar,81,,1960,65,181,2019,12,31,Action,20000000,Color
Jo Koy: Comin' In Hot,Shannon Hartman,76,United,2019,95,60,2019,6,12,Stand-Up,20000000,Color
Jo Koy: In His Elements,Michael McKay,75,United,2020,75,55,2020,6,12,Stand-Up,20000000,Color
Jo Koy: Live from Seattle,Shannon Hartman,67,United,2017,75,63,2017,3,28,Stand-Up,20000000,Color
Jo Pil-ho: The Dawning Rage,Lee Jeong-beom,64,South,2018,80,128,2019,5,3,Dramas,20000000,Color
Joan Didion: The Center Will Not Hold,Griffin Dunne,72,United,2017,100,98,2017,10,27,Documentaries,9000000,Color
Joan Rivers: Don't Start with Me,Scott L. Montoya,98,United,2012,90,69,2018,7,3,Stand-Up,20000000,Color
Joaquín Reyes: Una y no más,José Miguel Contreras,66,,2017,75,78,2017,9,8,Stand-Up,20000000,Color
Jodhaa Akbar,Ashutosh Gowariker,67,India,2008,80,214,2018,10,1,Action,20000000,Color
Joe Cocker: Mad Dog with Soul,John Edginton,64,United,2017,75,90,2017,4,1,Documentaries,,Color
Joe Mande’s Award-Winning Comedy Special,Daniel Gray Longino,91,United,2017,45,67,2017,7,25,Stand-Up,40000000,Color
Joe Rogan: Strange Times,Anthony Giordano,68,,2018,80,64,2018,10,2,Stand-Up,20000000,Color
Joe Rogan: Triggered,Anthony Giordano,99,United,2016,65,64,2016,10,21,Stand-Up,20000000,Color
John & Jane,Ashim Ahluwalia,94,India,2005,90,79,2016,8,15,Documentaries,,Color
John & Yoko: Above Us Only Sky,Michael Epstein,92,United,2018,100,90,2019,5,1,Documentaries,20000000,Color
John Carter,Andrew Stanton,71,United,2012,55,133,2019,5,2,Action,,Color
John Day,Ahishor Solomon,73,India,2013,75,125,2019,12,31,International,806947, Black and White
John Henry,Will Forbes,62,United,2020,30,92,2020,5,9,Dramas,40000000,Color
John Leguizamo's Latin History for Morons,,82,United,2018,85,90,2018,11,5,Stand-Up,20000000,Color
John Mellencamp: Plain Spoken,,85,,2017,75,80,2018,2,1,Documentaries,20000000,Color
John Mulaney & The Sack Lunch Bunch,Rhys Thomas,66,United,2019,80,70,2019,12,24,Children,20000000,Color
John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,91,United,2018,75,65,2018,5,1,Stand-Up,20000000,Color
John Mulaney: New in Town,Ryan Polito,69,United,2012,75,60,2018,4,1,Stand-Up,30000000,Color
John Mulaney: The Comeback Kid,Rhys Thomas,97,United,2015,75,62,2015,11,13,Stand-Up,20000000,Color
John Was Trying to Contact Aliens,,86,United,2020,75,17,2020,8,20,Documentaries,15000000,Color
Joker,Shirish Kunder,80,India,2012,60,98,2018,8,2,Comedies,20000000,Color
Jonaki,Aditya Vikram Sengupta,69,India,2018,75,96,2019,5,16,Dramas,20000000,Color
Jonas,Lô Politi,97,Brazil,2015,65,97,2017,2,26,Dramas,19000000,Color
Jonathan,Bill Oliver,80,United,2018,70,101,2019,4,16,Dramas,20000000,Color
Jora 10 Numbaria,Amardeep Singh Gill,75,India,2017,80,135,2018,1,1,Action,20000000,Color
Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",65,United,2000,75,75,2011,9,27,Children,20000000,Color
Joshua: Teenager vs. Superpower,Joe Piscatella,95,United,2017,75,79,2017,5,26,Documentaries,,Color
Journey to Greenland,Sébastien Betbeder,68,France,2016,80,99,2017,1,29,Comedies,35000000,Color
Joy,Sudabeh Mortezai,62,Austria,2019,50,101,2019,5,24,Dramas,20000000,Color
Juanita,Clark Johnson,80,United,2019,65,90,2019,3,8,Dramas,20000000,Color
Judah Friedlander: America Is the Greatest Country in the United States,Judah Friedlander,99,United,2017,75,84,2017,10,31,Stand-Up,20000000,Color
Judd Apatow: The Return,Marcus Raboy,80,United,2017,80,70,2017,12,12,Stand-Up,37000000,Color
Judge Singh LLB,Atharv Baluja,90,India,2015,60,137,2018,10,1,Comedies,20000000,Color
Judwaa,David Dhawan,62,India,1997,75,133,2019,12,31,Comedies,20000000,Color
Judwaa 2,David Dhawan,71,India,2017,100,145,2018,3,1,Action,,Color
Judy Moody and the Not Bummer Summer,John Schultz,66,United,2011,75,91,2019,8,8,Children,20000000,Color
Jugaad,Susannah Heath-Eves,60,,2017,50,52,2018,9,15,Documentaries,19500000,Color
Julie & Julia,Nora Ephron,91,United,2009,75,123,2021,1,1,Comedies,25000000,Color
Jumping the Broom,Salim Akil,63,United,2011,20,113,2020,11,1,Comedies,27000000,Color
Junebug,Phil Morrison,82,United,2005,80,107,2019,3,1,Comedies,20000000,Color
Jupiter Ascending,"Lana Wachowski, Lilly Wachowski",99,United,2015,65,128,2019,8,1,Action,20000000,Color
Just Another Christmas,Roberto Santucci,67,Brazil,2020,65,101,2020,12,3,Comedies,20000000,Color
Just Another Love Story,Ole Bornedal,99,Denmark,2007,60,104,2009,5,5,Dramas,40000000,Color
Just Friends,Roger Kumble,86,Germany,2005,85,94,2019,9,1,Comedies,20000000,Color
Just Love,"Andy Caballero, Diego Corsini",62,Argentina,2018,60,96,2019,1,24,Dramas,20000000,Color
Just The Way You Are,Theodore Boborol,98,Philippines,2016,65,107,2020,12,10,International,20000000,Color
Justice,Richard Gabai,97,United,2017,80,92,2020,2,1,Movies,30000000,Color
"Justice, My Foot!",Johnnie To,69,Hong,1992,100,95,2018,8,31,Action,22000000,Color
Justin Bieber: Never Say Never,Jon M. Chu,80,United,2011,65,106,2018,1,1,Documentaries,20000000, Black and White
Justin Timberlake + the Tennessee Kids,Jonathan Demme,69,United,2016,65,90,2016,10,12,Music,20000000,Color
Justine,Stephanie Turner,89,United,2019,55,106,2020,3,13,Dramas,22000000,Color
K-19: The Widowmaker,Kathryn Bigelow,63,United,2002,100,138,2019,11,21,Action,20000000,Color
K-on! the movie,Naoko Yamada,62,Japan,2011,65,110,2019,11,15,Anime,20000000,Color
Küçük Esnaf,Bedran Güzel,99,Turkey,2016,75,100,2020,4,28,Comedies,20000000,Color
Kaabil,Sanjay Gupta,92,India,2017,70,139,2017,6,25,Dramas,20000000,Color
Kaagar,Makarand Mane,60,India,2019,100,130,2020,9,10,Dramas,20000000,Color
Kaakan,Kranti Redkar,80,India,2015,100,132,2018,3,1,Dramas,20000000,Color
Kaake Da Viyah,Rai Yuvraj Bains,88,India,2019,50,133,2019,8,23,Comedies,20000000,Color
Kaal,Soham Shah,72,India,2005,65,126,2020,4,1,Horror,20000000,Color
Kaali Khuhi,Terrie Samundra,96,India,2020,75,91,2020,10,30,Horror,20000000,Color
Kaalia,Tinnu Anand,61,India,1981,80,173,2019,12,31,Action,20000000,Color
Kaaliyan,Jijo Pancode,74,India,2017,75,105,2018,8,1,Dramas,9000000,Color
Kabali (Hindi Version),Pa. Ranjith,90,India,2016,85,148,2017,12,15,Action,20000000,Color
Kabhi Alvida Naa Kehna,Karan Johar,72,India,2006,75,192,2020,4,1,Dramas,21000000,Color
Kabhi Haan Kabhi Naa,Kundan Shah,66,India,1994,75,151,2017,5,15,Comedies,20000000,Color
Kabhi Khushi Kabhie Gham,Karan Johar,64,India,2001,100,209,2020,4,1,Dramas,33000000,Color
Kabir Singh,Sandeep Reddy Vanga,95,India,2019,75,171,2019,9,19,Dramas,20000000,Color
Kacche Dhaagey,Buta Singh,88,India,2016,90,120,2017,11,1,Dramas,20000000,Color
Kahaani,Sujoy Ghosh,94,India,2012,80,122,2019,6,26,International,20000000,Color
Kahlil Gibran's The Prophet,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha",83,United,2014,85,85,2017,10,1,Children,20000000,Color
Kai Po Che!,Abhishek Kapoor,80,India,2013,65,120,2018,11,1,Dramas,20000000,Color
Kajraare,Pooja Bhatt,89,India,2010,55,113,2017,10,22,Dramas,20000000,Color
Kal Ho Naa Ho,Nikkhil Advani,69,India,2003,45,187,2020,4,1,Comedies,,Color
Kalakalappu,Sundar C.,84,India,2012,70,154,2018,11,1,Comedies,12000000,Color
Kaleidoscope,Rupert Jones,60,United,2016,75,99,2018,5,8,Thrillers,20000000,Color
Kalek Shanab,Hani Al-Shaibani,84,United,2019,55,80,2020,6,1,Comedies,22000000,Color
"Kalel, 15",Jun Lana,90,Philippines,2019,80,105,2020,12,9,Dramas,20000000,Color
Kalki,Dhilip Kumar,82,India,2017,80,41,2018,3,1,Dramas,10000000,Color
Kalushi: The Story of Solomon Mahlangu,Mandla Dube,97,South,2016,80,107,2019,11,29,Dramas,20000000,Color
Kaminey,Vishal Bhardwaj,68,India,2009,70,128,2018,10,1,Dramas,15000000,Color
Kanavu Variyam,Arun Chidambaram,66,India,2017,75,104,2017,6,15,Comedies,8700000,Color
Kandasamys: The Wedding,Jayan Moodley,85,South,2019,35,93,2020,9,4,Comedies,20000000,Color
Kanika,,96,India,2017,80,110,2018,3,1,Horror,20000000,Color
Kannum Kannum Kollaiyadithaal,Desingh Periyasamy,70,India,2020,75,160,2020,3,29,Comedies,20000000,Color
Kapoor & Sons,Shakun Batra,90,India,2016,80,138,2020,4,1,Comedies,20000000,Color
Kappela,Musthafa,85,India,2020,100,112,2020,6,22,Dramas,20000000,Color
Kara Bela,Burak Aksak,78,Turkey,2015,70,101,2017,3,10,Comedies,20000000,Color
Kardec,Wagner de Assis,60,Brazil,2019,65,110,2019,8,29,Dramas,20000000,Color
Karkar,Ali Ragab,61,Egypt,2007,75,107,2020,5,19,Comedies,20000000, Black and White
"Karol Modzelewski, Łukasz „Lotek” Lodkowski No Offense",,81,,2016,55,65,2016,9,19,Stand-Up,20000000,Color
Karthik Calling Karthik,Vijay Lalwani,80,India,2010,65,135,2019,12,15,Dramas,20000000,Color
Kartini: Princess of Java,Hanung Bramantyo,93,Indonesia,2017,65,118,2020,10,15,Dramas,21000000,Color
Karzzzz,Satish Kaushik,62,India,2008,75,137,2017,10,22,International,2400000000,Color
Kasanova,Oluseyi Asurf,93,Nigeria,2019,80,117,2020,6,26,Comedies,20000000, Black and White
"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",,97,,2016,50,65,2016,9,19,Stand-Up,20000000,Color
Kate & Leopold,James Mangold,64,United,2001,75,118,2020,1,1,Comedies,2000000,Color
Kath & Kimderella,Ted Emery,62,Australia,2012,10,86,2018,7,28,Comedies,20000000,Color
Katha,Sai Paranjape,96,India,1982,75,140,2019,12,31,Comedies,20000000,Color
Katherine Ryan: Glitter Room,Linda Mendoza,95,United,2019,80,66,2019,7,1,Stand-Up,20000000,Color
Katherine Ryan: In Trouble,Colin Dench,62,United,2017,50,64,2017,2,14,Stand-Up,40000000,Color
Kathleen Madigan: Bothering Jesus,Lorene Machado,91,United,2016,75,71,2016,11,10,Stand-Up,24000000,Color
Katt Williams: American Hustle (The Movie),Brit McAdams,90,United,2007,90,89,2018,5,17,Stand-Up,20000000,Color
Katt Williams: Great America,,60,United,2018,60,60,2018,1,16,Stand-Up,10000000,Color
Katt Williams: Kattpacalypse,Marcus Raboy,79,United,2012,70,61,2018,7,3,Stand-Up,2127519898,Color
Katt Williams: Live,Alphonso J. Wesson,74,United,2006,75,85,2018,7,19,Stand-Up,20000000,Color
Katt Williams: The Pimp Chronicles: Pt. 1,Gary Binkow,95,United,2006,70,45,2018,11,1,Stand-Up,,Color
Katti Batti,Nikhil Advani,99,India,2015,20,132,2018,11,1,Comedies,20000000,Color
Kavin Jay: Everybody Calm Down!,Michael McKay,97,,2018,95,53,2018,2,2,Stand-Up,,Color
Kaviyude Osyath,Vineeth Anil,77,India,2017,100,116,2018,7,1,Dramas,140000000,Color
Kay Dyache Bola,Chandrakant Kulkarni,61,India,2005,10,133,2018,1,1,Comedies,20000000,Color
KD (A) Karuppudurai,Madhumita,69,India,2019,60,116,2020,1,21,Comedies,22000000,Color
Keith Richards: Under the Influence,Morgan Neville,76,United,2015,80,82,2015,9,18,Documentaries,,Color
"Ken Jeong: You Complete Me, Ho",Jon M. Chu,71,United,2019,70,62,2019,2,14,Stand-Up,20000000,Color
Kenny Sebastian: The Most Interesting Person in the Room,Angshuman Ghosh,98,India,2020,70,68,2020,5,29,Stand-Up,,Color
Kevin Hart: I'm a Grown Little Man,Shannon Hartman,96,United,2009,85,62,2020,1,30,Stand-Up,13000,Color
Kevin Hart: Irresponsible,Leslie Small,88,United,2019,75,60,2019,4,2,Stand-Up,25000000,Color
Kevin Hart: Laugh at My Pain,"Leslie Small, Tim Story",60,United,2011,75,89,2018,10,1,Stand-Up,20000000,Color
Kevin Hart: Let Me Explain,"Leslie Small, Tim Story",62,United,2013,100,75,2018,7,13,Stand-Up,20000000,Color
Kevin Hart: Seriously Funny,Shannon Hartman,68,United,2010,90,67,2018,10,1,Stand-Up,,Color
Kevin Hart: What Now?,Leslie Small,74,United,2016,70,96,2017,4,11,Stand-Up,20000000,Color
Kevin Hart: Zero F**ks Given,Leslie Small,78,United,2020,50,70,2020,11,17,Stand-Up,20000000,Color
Kevin Hart's Guide to Black History,Tom Stern,71,United,2019,80,63,2019,2,8,Children,20000000,Color
Kevin James: Never Don't Give Up,Andy Fickman,87,United,2018,75,62,2018,4,24,Stand-Up,27220000,Color
Kevin James: Sweat the Small Stuff,Paul Miller,92,United,2001,75,42,2019,2,20,Stand-Up,19400000,Color
Kevyn Aucoin: Beauty & the Beast in Me,Lori Kaye,60,United,2017,80,90,2019,1,1,Documentaries,20000000,Color
Khalnayak,Subhash Ghai,94,India,1993,100,170,2018,3,1,Action,22000000,Color
Khido Khundi,Rohit Jugraj,66,India,2018,75,151,2018,10,1,Dramas,20000000,Color
Khoobsurat,Shashanka Ghosh,75,India,2014,65,121,2018,10,1,Comedies,19000000,Color
Khoon Khoon,Mohammed Hussain,88,India,1973,70,132,2017,9,1,Action,20000000,Color
Khosla Ka Ghosla,Dibakar Banerjee,90,India,2006,100,124,2018,8,2,Comedies,15000000,Color
Khubsoorat,Hrishikesh Mukherjee,93,India,1980,80,120,2019,12,31,Classic,20000000,Color
Khushi,"Surya S.J., Sunil Kumar Agrawal",95,India,2003,75,157,2018,3,1,Comedies,19000000,Color
Kia and Cosmos,Sudipto Roy,90,India,2018,85,124,2019,5,1,Dramas,19000000,Color
Kickboxer: Retaliation,Dimitri Logothetis,71,United,2017,80,110,2018,4,26,Action,19000000,Color
Kickboxer: Vengeance,John Stockwell,85,United,2016,70,90,2016,12,8,Action,13000000,Color
Kicking and Screaming,Noah Baumbach,78,United,1995,85,97,2019,11,4,Comedies,27000000,Color
Kid Kulafu,Paul Soriano,77,Philippines,2015,70,108,2019,3,4,Dramas,19000000,Color
Kidnapping Mr. Heineken,Daniel Alfredson,79,Netherlands,2015,60,95,2017,9,8,Action,18000000,Color
Kidnapping Stella,Thomas Sieben,71,Germany,2019,75,90,2019,7,12,Dramas,15000000,Color
Kids on the Block,Tugçe Soysop,67,Turkey,2019,35,102,2019,10,4,Children,,Color
Kill Bill: Vol. 1,Quentin Tarantino,90,United,2003,75,111,2020,1,1,Action,19000000,Color
Kill Bill: Vol. 2,Quentin Tarantino,73,United,2004,100,137,2020,1,1,Action,20000000,Color
Kill Command,Steven Gomez,67,United,2016,75,100,2017,2,23,Action,19000000,Color
Kill Hitler! The Luck of the Devil,Frédéric Tonolli,80,France,2015,40,53,2019,5,1,Documentaries,,Color
Kill Me If You Dare,Şenol Sönmez,96,Turkey,2019,95,100,2019,9,6,Comedies,25000000,Color
Kill Ratio,Paul Tanter,92,United,2016,75,87,2017,2,17,Action,19000000,Color
Kill the Irishman,Jonathan Hensleigh,68,United,2011,75,106,2020,8,21,Action,19000000,Color
Kill the Messenger,Michael Cuesta,92,United,2014,100,112,2018,12,16,Dramas,19000000,Color
Killa,Avinash Arun,67,India,2014,80,107,2017,4,1,Dramas,19000000,Color
Killer Cove,Damián Romay,90,United,2019,85,87,2020,11,14,Thrillers,23000000,Color
Killer Klowns from Outer Space,Stephen Chiodo,65,United,1988,100,86,2020,4,1,Comedies,,Color
Killers,Robert Luketic,68,United,2010,80,100,2021,1,1,Action,19000000,Color
Killing Hasselhoff,Darren Grant,64,United,2017,75,80,2020,8,1,Comedies,19000000,Color
Killing Them Softly,Andrew Dominik,67,United,2012,70,97,2020,3,30,Dramas,,Color
Kills on Wheels,Attila Till,73,Hungary,2016,70,103,2018,3,15,Action,19000000,Color
Kilo Two Bravo,Paul Katis,61,United,2014,70,109,2019,3,1,Dramas,19000000,Color
King Jack,Felix Thompson,76,United,2015,70,81,2016,7,1,Dramas,15000000, Black and White
King of Boys,Kemi Adetiba,89,Nigeria,2018,75,182,2019,9,21,Dramas,,Color
King of Peking,Sam Voutas,67,China,2018,70,88,2018,7,2,Comedies,18500000,Color
King's Ransom,Jeffrey W. Byrd,66,United,2005,85,98,2019,11,1,Action,18500000,Color
Kingdom of Us,Lucy Cohen,94,United,2017,100,110,2017,10,13,Documentaries,18000000,Color
Kingpin,"Peter Farrelly, Bobby Farrelly",76,United,1996,95,114,2020,1,1,Comedies,18000000,Color
Kings,Deniz Gamze Ergüven,89,France,2017,75,87,2018,10,29,Dramas,18000000,Color
Kis Kisko Pyaar Karoon,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",75,India,2015,80,132,2017,11,1,Comedies,18000000,Color
Kisaan,Puneet Sira,94,India,2009,75,101,2018,10,1,Action,18000000,Color
Kismat Konnection,Aziz Mirza,85,India,2008,30,145,2018,10,1,Comedies,17000000,Color
Kiss & Cry,Sean Cisterna,86,Canada,2017,75,93,2017,5,1,Dramas,20000000,Color
Kiss the Girls,Gary Fleder,72,United,1997,70,116,2020,1,1,Thrillers,17000000,Color
Kiss the Ground,"Joshua Tickell, Rebecca Harrell Tickell",89,United,2020,65,85,2020,9,22,Documentaries,16000000,Color
Kita Kita,Sigrid Andrea Bernardo,87,Philippines,2017,100,84,2018,12,15,Comedies,17000000,Color
KL Zombi,Woo Ming Jin,80,Malaysia,2013,85,92,2017,8,21,Comedies,18000000, Black and White
Klaus,Sergio Pablos,82,Spain,2019,85,98,2019,11,15,Children,18000000,Color
Knock Down The House,Rachel Lears,86,United,2019,75,88,2019,5,1,Documentaries,17000000,Color
Knock Knock,Eli Roth,89,United,2015,55,99,2020,11,1,Horror,18000000,Color
Know Your Enemy - Japan,"Frank Capra, Joris Ivens",88,United,1945,85,63,2017,3,31,Classic,21000000,Color
Knowing,Alex Proyas,69,United,2009,100,121,2019,10,1,Sci-Fi,15000000,Color
Kocan Kadar Konus,Kıvanç Baruönü,70,Turkey,2015,70,104,2017,3,10,Comedies,18000000,Color
Kocan Kadar Konus 2: Dirilis,Kıvanç Baruönü,89,Turkey,2016,75,104,2017,3,10,Comedies,20000000,Color
Kodachrome,Mark Raso,95,Canada,2018,65,105,2018,4,20,Comedies,17000000,Color
Koi Aap Sa,Partho Mitra,69,India,2006,90,135,2019,5,31,Comedies,18000000,Color
Koko: The Gorilla Who Talks,Jonathan Taylor,75,United,2016,85,56,2017,3,1,Documentaries,19800000,Color
Kolaiyuthir Kaalam,Chakri Toleti,81,India,2019,70,107,2020,4,24,International,,Color
Komola Rocket,Noor Imran Mithu,75,Bangladesh,2018,70,95,2019,1,7,Dramas,18000000,Color
Kon-Tiki,"Joachim Rønning, Espen Sandberg",78,United,2012,100,96,2019,4,26,Action,18000000,Color
Koshish,Gulzar,98,India,1972,75,115,2019,12,31,International,18000000,Color
Kraftidioten,Hans Petter Moland,65,Norway,2014,65,117,2017,1,5,Comedies,15000000,Color
Krish Trish and Baltiboy,,88,,2009,75,58,2017,9,8,Children,25000000,Color
Krish Trish and Baltiboy: Battle of Wits,"Munjal Shroff, Tilak Shetty",75,,2013,75,62,2017,9,8,Children,18000000,Color
Krish Trish and Baltiboy: Best Friends Forever,"Munjal Shroff, Tilak Shetty",89,,2016,70,65,2017,9,8,Children,18000000,Color
Krish Trish and Baltiboy: Comics of India,Tilak Shetty,69,,2012,65,61,2017,9,8,Children,1000000,Color
Krish Trish and Baltiboy: Face Your Fears,Tilak Shetty,63,India,2017,85,65,2017,11,17,Children,18000000,Color
Krish Trish and Baltiboy: Oversmartness Never Pays,Tilak Shetty,86,,2017,90,65,2017,9,8,Children,18000000,Color
Krish Trish and Baltiboy: Part II,,86,,2010,100,58,2017,9,8,Children,18000000,Color
Krish Trish and Baltiboy: The Greatest Trick,"Munjal Shroff, Tilak Shetty",76,,2013,80,60,2017,9,8,Children,18000000,Color
Krisha,Trey Edward Shults,79,United,2015,65,81,2018,11,7,Dramas,18000000, Black and White
Krishna and His Leela,Ravikanth Perepu,68,India,2020,85,126,2020,6,25,International,18000000,Color
Krishna Cottage,Santram Varma,76,India,2004,100,124,2019,5,31,Action,18000000,Color
Kristy,Oliver Blackburn,60,United,2013,60,85,2015,10,31,Horror,18000000,Color
Krutant,Datta Mohan Bhandare,82,India,2019,70,114,2019,6,2,Dramas,18000000,Color
Krystal,William H. Macy,80,United,2017,30,93,2019,1,1,Comedies,18000000,Color
